Province,StationID,Name,Latitude,Longitude,Postal Code,Date/Time,Year,Month,Mean Max Temp C,Mean Min Temp C,Mean Min Temp Flag,Temp Flag,Mean Temp C,Mean Temp Flag,Ext Max Temp,Ext Max Temp Flag,Ext Min Temp,Ext Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (mm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day,Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-01,2006,1,1,,-5.4,,-2.2,,7.6,,-15.9,,,,,,97.5,,,M,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-02,2006,2,-2.6,,-10.9,,-6.8,,7,,-21.3,,,,,,87.3,,37,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-03,2006,3,3,,-6.6,,-1.8,,19.5,,-17.8,,,,,,72.8,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-04,2006,4,12.8,,1.3,,7.1,,22.9,,-7.6,,,,,,89.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-05,2006,5,18.2,,7.7,,13,,31.9,,-2.1,,,,,,93.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-06,2006,6,22.7,,11.2,,17,,30.2,,4.6,,,,,,66.2,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-07,2006,7,26.3,,15.3,,20.8,,31.3,,8.3,,,,,,139.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-08,2006,8,23.8,,11.8,,17.9,,33.1,,5.2,,,,,,59.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-09,2006,9,17.7,,8.8,,13.3,,25.4,,1.1,,,,,,101.8,I,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-10,2006,10,10.9,,2.3,,6.7,,22.4,,-1.4,,,,,,157.7,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-11,2006,11,7.2,,0.7,,4,,15.2,,-7,,,,,,74.3,,0,,,,,
ON,7844,MOUNT FOREST (AUT),43.98,-80.75,N0G 2L1,2006-12,2006,12,2.6,,-3.4,,-0.4,,8.9,,-18.5,,,,,,91.9,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-01,2006,1,2.6,,-5.3,E,-1.4,E,10.5,,-18.5,,94.8,,5.8,,100.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-02,2006,2,-0.4,,-9,,-4.7,,10,,-23.5,,27.8,,53.4,,81.2,,7,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-03,2006,3,5.2,,-5,,0.1,,23,,-15,,39.6,,0,T,39.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-04,2006,4,13,,2.1,E,7.6,E,22.5,,-5.5,,73.6,,0,T,73.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-05,2006,5,19.4,,8.1,,13.8,,31,,0.5,,87.6,,0,,87.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-06,2006,6,23.5,,13.5,E,18.6,E,30,,7.5,,78.2,,0,,78.2,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-07,2006,7,27.3,,17.3,,22.3,,31,,10,,85.4,,0,,85.4,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-08,2006,8,26.6,E,15.4,,21,E,33,,8,,23.6,,0,,23.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-09,2006,9,19.6,,10.5,E,15,E,26,,0.5,,152.2,,0,,152.2,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-10,2006,10,13,,4.3,,8.6,,22,,-2,,213.6,,3.8,,217.4,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-11,2006,11,8.6,,1.5,,5.1,,15,S,-3.5,S,116.4,,0,T,116.4,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-12,2006,12,4.9,,-2.2,,1.4,,11,,-14.5,,86.8,,24.4,,111.2,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-01,2006,1,2.6,,-5.3,E,-1.4,E,10.5,,-18.5,,94.8,,5.8,,100.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-02,2006,2,-0.4,,-9,,-4.7,,10,,-23.5,,27.8,,53.4,,81.2,,7,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-03,2006,3,5.2,,-5,,0.1,,23,,-15,,39.6,,0,T,39.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-04,2006,4,13,,2.1,E,7.6,E,22.5,,-5.5,,73.6,,0,T,73.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-05,2006,5,19.4,,8.1,,13.8,,31,,0.5,,87.6,,0,,87.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-06,2006,6,23.5,,13.5,E,18.6,E,30,,7.5,,78.2,,0,,78.2,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-07,2006,7,27.3,,17.3,,22.3,,31,,10,,85.4,,0,,85.4,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-08,2006,8,26.6,E,15.4,,21,E,33,,8,,23.6,,0,,23.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-09,2006,9,19.6,,10.5,E,15,E,26,,0.5,,152.2,,0,,152.2,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-10,2006,10,13,,4.3,,8.6,,22,,-2,,213.6,,3.8,,217.4,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-11,2006,11,8.6,,1.5,,5.1,,15,S,-3.5,S,116.4,,0,T,116.4,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-12,2006,12,4.9,,-2.2,,1.4,,11,,-14.5,,86.8,,24.4,,111.2,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-01,2006,1,2.6,,-5.3,E,-1.4,E,10.5,,-18.5,,94.8,,5.8,,100.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-02,2006,2,-0.4,,-9,,-4.7,,10,,-23.5,,27.8,,53.4,,81.2,,7,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-03,2006,3,5.2,,-5,,0.1,,23,,-15,,39.6,,0,T,39.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-04,2006,4,13,,2.1,E,7.6,E,22.5,,-5.5,,73.6,,0,T,73.6,,0,,,,,
ON,4838,MOUNTAINVIEW,44.05,-77.3,K0K 1G0,2006-05,2006,5,19.4,,8.1,,13.8,,31,,0.5,,87.6,,0,,87.6,,0,,,,,
