Province,StationID,Name,Latitude,Longitude,Postal Code,Date/Time,Year,Month,Mean Max Temp C,Mean Min Temp C,Mean Min Temp Flag,Temp Flag,Mean Temp C,Mean Temp Flag,Ext Max Temp,Ext Max Temp Flag,Ext Min Temp,Ext Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (mm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day,Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-01,2006,1,3.4,,-3.7,,-0.1,,11,S,-14,,69.4,,11.7,,79.7,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-02,2006,2,-0.2,,-7.5,,-3.9,,7,S,-17.5,,54.7,,32.3,,88.8,,8,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-03,2006,3,5.9,,-4,,1,,20,,-11,S,53.8,,0.6,,54.2,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-04,2006,4,13.9,,2.6,,8.2,,24,,-5,,73.2,,0.8,,73.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-05,2006,5,20,,8,,14,,34,,-2.5,,99.8,,0,,99.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-06,2006,6,24.7,,14.1,,19.4,,34,,7,,70.6,,0,,70.6,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-07,2006,7,28.7,,17.5,,23.1,,34.5,,10.5,,105.6,,0,,105.6,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-08,2006,8,26.6,,15.2,,20.9,,36.5,,8.5,,40,,0,,40,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-09,2006,9,19.7,,11.3,,15.5,,28,,3.5,S,104.9,,0,,104.9,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-10,2006,10,13.2,,4.3,,8.8,,24,,-2.5,,133.4,,0,T,133.4,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-11,2006,11,8.9,,1.2,,5,,15.5,,-5,S,81.8,,0,T,81.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-12,2006,12,5.2,,-1.5,,1.9,,12.5,,-13,,58,,5.2,,62.4,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-01,2006,1,3.4,,-3.7,,-0.1,,11,S,-14,,69.4,,11.7,,79.7,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-02,2006,2,-0.2,,-7.5,,-3.9,,7,S,-17.5,,54.7,,32.3,,88.8,,8,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-03,2006,3,5.9,,-4,,1,,20,,-11,S,53.8,,0.6,,54.2,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-04,2006,4,13.9,,2.6,,8.2,,24,,-5,,73.2,,0.8,,73.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-05,2006,5,20,,8,,14,,34,,-2.5,,99.8,,0,,99.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-06,2006,6,24.7,,14.1,,19.4,,34,,7,,70.6,,0,,70.6,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-07,2006,7,28.7,,17.5,,23.1,,34.5,,10.5,,105.6,,0,,105.6,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-08,2006,8,26.6,,15.2,,20.9,,36.5,,8.5,,40,,0,,40,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-09,2006,9,19.7,,11.3,,15.5,,28,,3.5,S,104.9,,0,,104.9,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-10,2006,10,13.2,,4.3,,8.8,,24,,-2.5,,133.4,,0,T,133.4,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-11,2006,11,8.9,,1.2,,5,,15.5,,-5,S,81.8,,0,T,81.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-12,2006,12,5.2,,-1.5,,1.9,,12.5,,-13,,58,,5.2,,62.4,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-01,2006,1,3.4,,-3.7,,-0.1,,11,S,-14,,69.4,,11.7,,79.7,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-02,2006,2,-0.2,,-7.5,,-3.9,,7,S,-17.5,,54.7,,32.3,,88.8,,8,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-03,2006,3,5.9,,-4,,1,,20,,-11,S,53.8,,0.6,,54.2,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-04,2006,4,13.9,,2.6,,8.2,,24,,-5,,73.2,,0.8,,73.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-05,2006,5,20,,8,,14,,34,,-2.5,,99.8,,0,,99.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-06,2006,6,24.7,,14.1,,19.4,,34,,7,,70.6,,0,,70.6,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-07,2006,7,28.7,,17.5,,23.1,,34.5,,10.5,,105.6,,0,,105.6,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-08,2006,8,26.6,,15.2,,20.9,,36.5,,8.5,,40,,0,,40,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-09,2006,9,19.7,,11.3,,15.5,,28,,3.5,S,104.9,,0,,104.9,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-10,2006,10,13.2,,4.3,,8.8,,24,,-2.5,,133.4,,0,T,133.4,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-11,2006,11,8.9,,1.2,,5,,15.5,,-5,S,81.8,,0,T,81.8,,0,,,,,
ON,26953,TORONTO NORTH YORK,43.78,-79.47,M3H 5T4,2006-12,2006,12,5.2,,-1.5,,1.9,,12.5,,-13,,58,,5.2,,62.4,,0,,,,,
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
ON,5126,TRENTON A,44.12,-77.53,,2017-07,2017,7,25.3,,15.6,,20.5,,28.6,,11.6,S,54.1,,0,,54.1,,0,,34,E,50,E
ON,5126,TRENTON A,44.12,-77.53,,2017-08,2017,8,24.7,,13.7,,19.2,,29,,7.7,,66.1,,0,,66.1,,0,,27,E,69,E
ON,5126,TRENTON A,44.12,-77.53,,2017-09,2017,9,23.8,,11,,17.4,,31.4,S,3.7,,54.1,,0,,54.1,,0,,23,E,46,E
ON,5126,TRENTON A,44.12,-77.53,,2017-10,2017,10,17.5,,7.1,,12.3,,24.5,,-2,,145.7,,0,,145.7,,0,,25,E,76,E
ON,5126,TRENTON A,44.12,-77.53,,2017-11,2017,11,7.2,,-2.5,,2.4,,15.7,,-11.3,,85.2,,2,,85.5,,0,,29,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-12,2017,12,-2.9,,-11.7,,-7.3,,10.8,,-28.8,,16.4,,48.1,,59.8,,17,,24,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-01,2017,1,1.1,,-6.1,,-2.5,,8.1,,-17.5,,60.4,,27.9,,87.3,,1,,25,E,82,E
ON,5126,TRENTON A,44.12,-77.53,,2017-02,2017,2,2.9,,-6.9,,-2,,15.2,,-16,,39.2,,32.9,,77.1,,0,,30,E,63,E
ON,5126,TRENTON A,44.12,-77.53,,2017-03,2017,3,2.3,,-6.8,,-2.2,,13.5,,-17.2,,57.1,,17.4,,74.9,,0,T,26,E,67,E
ON,5126,TRENTON A,44.12,-77.53,,2017-04,2017,4,13.5,,3.4,,8.5,,25.9,,-2.2,,111.5,,1.4,,112.9,,0,,24,E,70,E
ON,5126,TRENTON A,44.12,-77.53,,2017-05,2017,5,17.2,,7.4,,12.3,,27.3,,0,,247,,0,,247,,0,,25,E,65,E
ON,5126,TRENTON A,44.12,-77.53,,2017-06,2017,6,22.7,,12.7,,17.7,,30.2,,5.6,,136,,0,,136,,0,,26,E,59,E
